task,domain,source_anchor_pct,target_anchor_pct,condition,metric,mean,std,n_folds,n_samples,n_groups,source_bundle,source_training_position_pct,target_training_position_pct,source_route_auroc,target_route_auroc,source_rank,target_rank,source_representation,target_representation
earlystop,science,10,10,task_specific,selacc@10%,0.817925,0.107317,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
earlystop,science,10,10,task_specific,stop_acc,0.647051,0.077804,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
earlystop,science,10,10,no_svd,auroc,0.696647,0.068119,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
earlystop,science,10,10,no_svd,selacc@10%,0.828119,0.118253,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
earlystop,science,10,10,no_svd,stop_acc,0.621795,0.072083,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
earlystop,science,10,40,frozen_basis,auroc,0.721508,0.056028,5,12672,198,es_svd_ms_rr_r1,10,40,0.712783,0.765935,16,16,raw+rank,raw+rank
earlystop,science,10,40,frozen_basis,selacc@10%,0.911362,0.074076,5,12672,198,es_svd_ms_rr_r1,10,40,0.712783,0.765935,16,16,raw+rank,raw+rank
earlystop,science,10,40,frozen_basis,stop_acc,0.631795,0.064498,5,12672,198,es_svd_ms_rr_r1,10,40,0.712783,0.765935,16,16,raw+rank,raw+rank
earlystop,science,10,40,task_specific,auroc,0.746794,0.058388,5,12672,198,es_svd_ms_rr_r1,10,40,0.712783,0.765935,16,16,raw+rank,raw+rank
earlystop,science,10,40,task_specific,selacc@10%,0.938406,0.048738,5,12672,198,es_svd_ms_rr_r1,10,40,0.712783,0.765935,16,16,raw+rank,raw+rank
